scenario,target,source,year,value,target_color,source_color,link_color
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2075,0.8276471459706436,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2080,1.154634250380831,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2085,1.25479044014758,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2090,0.9321285984905756,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2095,0.9474930422619446,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Groundwater,2100,0.3615446301032946,#8fa36f,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2020,5.03249548040978,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2025,4.286816834833504,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2030,10.99188683365962,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2035,8.928469439133313,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2040,12.393727743595498,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2045,15.793462161855324,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2050,15.338691808462311,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2055,18.430338229345963,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2060,12.142271214578232,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2065,10.5815007490778,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2070,16.677434902227038,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2075,12.771140276728383,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2080,16.228220115523342,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2085,16.45959445246406,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2090,15.545905877195214,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2095,14.7354917057754,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Domestic Water Use,Groundwater,2100,4.645091810328564,#E9D8A5,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2020,3.0452003662517586,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2025,2.608005240829281,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2030,3.5856499249159675,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2035,2.401164837818192,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2040,3.699927280116941,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2045,3.34598893414021,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2050,2.0345633704804778,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2055,2.08790963275014,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2060,1.2323979879151343,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2065,1.2794264310995174,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2070,2.490565937507175,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2075,2.625613232927411,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2080,3.660660135248252,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2085,3.4696987398250334,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2090,4.216538070283537,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2095,5.912605164362011,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Electricity Water Use,Groundwater,2100,1.0476797781198084,#FCCF12,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2020,1.1023042926735376,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2025,1.7241027377295026,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2030,2.1688119655356326,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2035,2.0628742777570217,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2040,3.168719872155114,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2045,3.3534832133166983,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2050,3.47890948999227,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2055,4.097264386617108,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2060,2.1974527438928178,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2065,3.2946796718651554,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2070,4.263066202573757,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2075,4.1607625701557085,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2080,5.575262362553997,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2085,5.540478778847733,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2090,6.180283958513559,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2095,6.941494939347265,#601319,#005F73,#daebed
rcp45hotter_ssp5,Industrial Water Use,Groundwater,2100,2.1274761262827364,#601319,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2020,20.69779323013944,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2025,19.876629769327053,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2030,52.93093945147494,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2035,36.232363819500335,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2040,61.11569713674314,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2045,79.8321482082379,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2050,63.903517504141895,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2055,82.46703483368155,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2060,43.05132280683471,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2065,36.458943305920975,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2070,81.24366630540776,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2075,55.66107880279995,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2080,81.96173692907745,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2085,88.19945730888392,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2090,68.02685456596949,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2095,66.9944960877644,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Groundwater,2100,27.09573039546748,#77B855,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2020,0.6902656914872514,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2025,0.5906160487213613,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2030,1.0887057987805715,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2035,0.921357701931842,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2040,1.087701495172502,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2045,1.118606095113733,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2050,0.9233969396260816,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2055,0.995900241379064,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2060,0.6435078940276603,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2065,0.515093726735386,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2070,0.648507322904588,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2075,0.4696543888450364,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2080,0.4304888630347994,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2085,0.3119724514876966,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2090,0.2047360686148475,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2095,0.1625583016933558,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Mining Water Use,Groundwater,2100,0.0632237549378306,#9B2227,#005F73,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2020,2.446182126906766,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2025,2.6535478403762847,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2030,2.37255716817685,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2035,2.831068776022017,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2040,2.636155314864919,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2045,2.5714542938134826,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2050,3.1282088338724576,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2055,3.05102090947994,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2060,3.790091091378464,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2065,4.074479134867047,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2070,3.453345513506852,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2075,3.738193499229357,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2080,3.201325679019169,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2085,3.08188643491242,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2090,3.474568505450524,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2095,3.365886001469985,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,Surface Water,2100,4.006325605698826,#8fa36f,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2020,51.02676017909022,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2025,55.3537200467665,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2030,52.39969991874038,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2035,58.30909532326668,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2040,58.4624862391045,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2045,58.53150185914468,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2050,62.36540054523769,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2055,62.60161166405404,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2060,72.38909988222177,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2065,77.64986074962219,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2070,73.08360254347296,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2075,77.10450021617162,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2080,72.54095454897666,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2085,73.57194046203594,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2090,77.19240369249479,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2095,77.8428355267612,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Domestic Water Use,Surface Water,2100,89.30842295301204,#E9D8A5,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2020,96.33460057773824,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2025,82.49170309655071,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2030,60.85685961754403,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2035,45.53758782092181,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2040,30.58245698374306,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2045,21.09182356677979,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2050,14.500337242279524,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2055,13.96835928178986,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2060,16.525262719804868,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2065,18.93876436121048,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2070,20.606500453952822,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2075,24.29741747940259,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2080,25.520924099001743,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2085,28.945861206824965,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2090,34.57753356004746,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2095,38.33490749645533,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Electricity Water Use,Surface Water,2100,46.19707578608517,#FCCF12,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2020,17.280689234336464,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2025,17.7667197934505,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2030,18.551617996684367,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2035,19.976795203502977,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2040,20.21515376537489,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2045,21.4898214011333,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2050,22.89975755921773,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2055,23.92407973577289,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2060,27.580529254317184,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2065,28.352453785134845,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2070,29.16860010384624,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2075,31.03330874911429,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2080,31.225510339706,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2085,33.135180484422264,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2090,34.56799201384244,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2095,35.78310100969945,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Industrial Water Use,Surface Water,2100,41.88735499100624,#601319,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2020,122.81866857449056,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2025,134.31810782745296,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2030,122.97060253420509,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2035,129.11230460862967,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2040,125.47412527474684,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2045,115.1010564956221,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2050,125.5698247696281,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2055,125.88761319594845,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2060,156.96862082028528,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2065,169.45141679365904,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2070,152.75230790545223,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2075,160.32202068249006,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2080,170.46203709839256,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2085,165.83727664116608,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2090,181.0170392492005,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2095,183.5908105895356,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Irrigation Water Use,Surface Water,2100,225.72641010766253,#77B855,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2020,3.6896483505927486,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2025,3.8450622791586384,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2030,3.334932524579428,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2035,3.2894303054981577,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2040,2.7776606762524976,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2045,2.355505787571267,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2050,2.2427411457299185,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2055,2.000153009889936,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2060,2.23414799477434,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2065,2.170619668354614,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2070,1.704957108290412,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2075,1.4331746438289636,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2080,1.0114674996032005,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2085,0.7687911851728034,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2090,0.6458627513835424,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2095,0.5111957122829142,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Mining Water Use,Surface Water,2100,0.4904873462183163,#9B2227,#00B1D1,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2020,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2025,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2030,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2035,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2040,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2045,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2050,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2055,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2060,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2065,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2070,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2075,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2080,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2085,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2090,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2095,,#8fa36f,,#daebed
rcp45hotter_ssp5,Livestock Water Use,,2100,,#8fa36f,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2020,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2025,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2030,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2035,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2040,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2045,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2050,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2055,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2060,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2065,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2070,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2075,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2080,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2085,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2090,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2095,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Domestic Water Use,,2100,,#E9D8A5,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2020,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2025,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2030,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2035,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2040,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2045,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2050,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2055,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2060,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2065,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2070,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2075,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2080,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2085,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2090,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2095,,#FCCF12,,#daebed
rcp45hotter_ssp5,Electricity Water Use,,2100,,#FCCF12,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2020,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2025,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2030,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2035,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2040,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2045,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2050,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2055,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2060,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2065,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2070,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2075,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2080,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2085,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2090,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2095,,#601319,,#daebed
rcp45hotter_ssp5,Industrial Water Use,,2100,,#601319,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2020,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2025,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2030,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2035,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2040,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2045,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2050,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2055,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2060,,#77B855,,#daebed
rcp45hotter_ssp5,Irrigation Water Use,,2065,,#77B855,,#daebed
